term,E,P,A,E2,P2,A2
Air_Force_enlistee,2.14,1.71,0.90,2.14,1.71,0.90
Air_Force_officer,2.09,2.44,1.72,2.09,2.44,1.72
Air_Force_reservist,1.89,1.63,0.61,1.89,1.63,0.61
American,1.42,1.82,1.82,1.42,1.82,1.82
Arab,0.38,0.53,0.11,0.38,0.53,0.11
Army_enlistee,2.39,1.62,1.37,2.39,1.62,1.37
Army_officer,1.37,2.37,1.65,1.37,2.37,1.65
Army_reservist,1.83,1.24,0.61,1.83,1.24,0.61
Asian,1.39,0.31,-0.40,1.39,0.31,-0.40
Asian_American,1.05,0.72,-0.03,1.05,0.72,-0.03
Asian_man,0.93,0.28,-0.34,0.93,0.28,-0.34
Asian_woman,1.16,0.29,-0.28,1.16,0.29,-0.28
Australian,1.08,0.28,0.61,1.08,0.28,0.61
Austrian,0.59,0.28,0.32,0.59,0.28,0.32
Black,0.90,0.74,1.02,0.90,0.74,1.02
Buddhist,1.43,0.64,-1.94,1.43,0.64,-1.94
CEO,0.76,3.23,1.57,0.76,3.23,1.57
CPA,0.83,1.39,-0.48,0.83,1.39,-0.48
Catholic,0.61,0.51,-0.21,0.61,0.51,-0.21
Chinese,1.08,0.40,0.10,1.08,0.40,0.10
Christian,1.50,1.46,0.66,1.50,1.46,0.66
Christian_missionary,1.71,1.66,0.46,1.71,1.66,0.46
German,0.56,0.79,0.63,0.56,0.79,0.63
God,3.24,3.47,-0.48,3.24,3.47,-0.48
Hindu,0.81,0.15,-0.58,0.81,0.15,-0.58
Hispanic_American,1.05,-0.07,0.28,1.05,-0.07,0.28
Hispanic_man,0.56,-0.07,0.61,0.56,-0.07,0.61
Hispanic_woman,1.08,0.02,1.02,1.08,0.02,1.02
Imam,0.31,1.29,0.03,0.31,1.29,0.03
Jew,1.23,0.57,0.18,1.23,0.57,0.18
Marine_Corps_enlistee,1.87,1.44,1.19,1.87,1.44,1.19
Marine_Corps_officer,2.02,2.61,1.90,2.02,2.61,1.90
Marine_Corps_reservist,1.63,1.70,0.68,1.63,1.70,0.68
Methodist,1.20,0.43,-0.07,1.20,0.43,-0.07
Mormon,0.14,-0.40,-0.54,0.14,-0.40,-0.54
Muslim,0.69,0.24,-0.10,0.69,0.24,-0.10
Navy_enlistee,1.76,1.13,1.11,1.76,1.13,1.11
Navy_officer,1.94,2.54,1.10,1.94,2.54,1.10
Navy_reservist,1.94,1.53,0.39,1.94,1.53,0.39
Pentecostal,0.38,0.13,0.62,0.38,0.13,0.62
Protestant,1.04,0.60,0.44,1.04,0.60,0.44
Turk,0.36,0.17,0.16,0.36,0.17,0.16
abortionist,-0.73,1.04,-0.23,-0.73,1.04,-0.23
academic,2.35,2.36,-0.06,2.35,2.36,-0.06
accomplice,-0.09,0.21,0.23,-0.09,0.21,0.23
accountant,1.12,1.19,-0.38,1.12,1.19,-0.38
accounting_clerk,1.01,0.40,-0.98,1.01,0.40,-0.98
accused,-1.46,-1.37,-0.07,-1.46,-1.37,-0.07
acquaintance,1.07,-0.01,-0.14,1.07,-0.01,-0.14
actor,0.85,1.40,1.75,0.85,1.40,1.75
addict,-2.20,-2.34,0.10,-2.20,-2.34,0.10
adolescent,0.66,-0.78,2.20,0.66,-0.78,2.20
adopted_child,1.94,-0.10,0.16,1.94,-0.10,0.16
adopted_daughter,2.06,0.40,0.16,2.06,0.40,0.16
adopted_son,1.67,0.38,0.28,1.67,0.38,0.28
adult,1.07,1.82,0.29,1.07,1.82,0.29
adulterer,-3.00,-0.14,0.23,-3.00,-0.14,0.23
adulteress,-2.38,0.29,1.08,-2.38,0.29,1.08
advertising_copy_writer,0.66,0.49,0.72,0.66,0.49,0.72
advertising_executive,0.13,2.35,1.61,0.13,2.35,1.61
agnostic,0.17,-0.14,-0.21,0.17,-0.14,-0.21
aide,1.93,1.41,0.27,1.93,1.41,0.27
airline_pilot,1.71,2.53,0.42,1.71,2.53,0.42
alcoholic,-2.28,-1.77,1.12,-2.28,-1.77,1.12
ally,2.32,2.12,-0.23,2.32,2.12,-0.23
alumnus,1.59,1.38,0.34,1.59,1.38,0.34
ambassador,1.51,2.35,0.26,1.51,2.35,0.26
anesthetist,1.52,1.92,-1.09,1.52,1.92,-1.09
angel,3.34,2.86,-0.95,3.34,2.86,-0.95
anti_Semite,-2.78,-0.45,1.35,-2.78,-0.45,1.35
applicant,1.14,-0.65,-0.02,1.14,-0.65,-0.02
apprentice,1.52,-0.33,0.02,1.52,-0.33,0.02
architect,1.52,1.76,-0.36,1.52,1.76,-0.36
army_chaplain,2.17,1.57,0.32,2.17,1.57,0.32
army_general,1.78,3.32,2.25,1.78,3.32,2.25
arsonist,-3.32,1.57,0.65,-3.32,1.57,0.65
artist,1.74,0.89,-0.39,1.74,0.89,-0.39
ass,-1.40,0.39,1.40,-1.40,0.39,1.40
assailant,-2.27,1.46,0.89,-2.27,1.46,0.89
assassin,-2.50,2.69,-0.74,-2.50,2.69,-0.74
assembly_line_worker,0.80,-1.07,0.73,0.80,-1.07,0.73
assistant,1.53,-0.19,0.03,1.53,-0.19,0.03
astrologer,0.90,0.40,-0.62,0.90,0.40,-0.62
astronaut,2.42,2.15,0.66,2.42,2.15,0.66
atheist,-0.24,-0.37,0.02,-0.24,-0.37,0.02
athlete,1.84,2.54,2.42,1.84,2.54,2.42
attorney,1.22,2.53,1.58,1.22,2.53,1.58
attorney_general,0.90,2.62,0.89,0.90,2.62,0.89
auctioneer,0.75,1.16,3.02,0.75,1.16,3.02
auditor,-0.23,1.48,-0.58,-0.23,1.48,-0.58
auditor_general,0.03,1.56,0.14,0.03,1.56,0.14
aunt,1.99,0.61,0.64,1.99,0.61,0.64
author,1.44,1.91,-1.18,1.44,1.91,-1.18
authority,0.70,3.07,0.79,0.70,3.07,0.79
autistic_person,0.80,-0.93,-0.22,0.80,-0.93,-0.22
auto_mechanic,1.21,0.52,0.66,1.21,0.52,0.66
automobile_assembler,1.03,0.34,0.87,1.03,0.34,0.87
baby,2.51,-2.60,1.58,2.51,-2.60,1.58
babysitter,2.03,1.25,0.49,2.03,1.25,0.49
bachelor,0.63,0.67,1.40,0.63,0.67,1.40
backstabber,-3.64,0.70,-0.20,-3.64,0.70,-0.20
bailiff,0.93,1.59,0.36,0.93,1.59,0.36
bailsman,0.50,1.45,0.51,0.50,1.45,0.51
baker,1.89,0.48,0.05,1.89,0.48,0.05
bandit,-2.06,0.74,1.21,-2.06,0.74,1.21
bank_manager,1.19,1.94,0.27,1.19,1.94,0.27
bank_teller,1.16,0.49,-0.40,1.16,0.49,-0.40
banker,0.88,1.29,-0.58,0.88,1.29,-0.58
baptist,0.76,0.71,0.81,0.76,0.71,0.81
barber,1.35,0.18,0.39,1.35,0.18,0.39
bartender,1.26,1.10,2.18,1.26,1.10,2.18
bastard,-1.62,-0.84,0.52,-1.62,-0.84,0.52
battered_woman,-2.21,-1.98,-1.59,-2.21,-1.98,-1.59
beautician,1.34,0.02,1.18,1.34,0.02,1.18
beauty,2.38,2.01,0.39,2.38,2.01,0.39
beggar,-1.17,-2.70,-0.79,-1.17,-2.70,-0.79
beginner,0.29,-1.42,-0.93,0.29,-1.42,-0.93
bellhop,1.22,-0.92,0.96,1.22,-0.92,0.96
benefactor,1.97,2.08,0.12,1.97,2.08,0.12
best_friend,3.60,3.18,1.30,3.60,3.18,1.30
best_man,2.59,1.44,0.75,2.59,1.44,0.75
big_shot,-0.65,1.44,2.01,-0.65,1.44,2.01
bigamist,-1.90,-0.17,0.91,-1.90,-0.17,0.91
bigot,-2.77,-0.43,1.44,-2.77,-0.43,1.44
bill_collector,-1.07,1.62,1.01,-1.07,1.62,1.01
biologist,1.86,1.48,-0.07,1.86,1.48,-0.07
bisexual,0.13,-0.17,0.34,0.13,-0.17,0.34
bitch,-2.49,0.26,2.33,-2.49,0.26,2.33
blabbermouth,-2.08,-0.15,3.02,-2.08,-0.15,3.02
black_man,1.50,1.19,1.13,1.50,1.19,1.13
black_professional,1.55,1.44,0.74,1.55,1.44,0.74
black_woman,1.45,1.35,1.75,1.45,1.35,1.75
blacksmith,1.10,1.09,0.86,1.10,1.09,0.86
blind_date,0.34,-0.22,0.19,0.34,-0.22,0.19
blind_person,0.65,-1.26,-1.58,0.65,-1.26,-1.58
blockhead,-1.56,-1.29,-0.76,-1.56,-1.29,-0.76
blogger,0.51,0.46,1.03,0.51,0.46,1.03
blonde,0.63,0.32,0.91,0.63,0.32,0.91
blood_donor,2.95,2.26,-0.43,2.95,2.26,-0.43
blue_collar_worker,1.44,0.00,0.52,1.44,0.00,0.52
board_director,1.04,2.65,1.20,1.04,2.65,1.20
boarder,0.26,-0.12,-0.19,0.26,-0.12,-0.19
bodyguard,1.84,2.75,0.40,1.84,2.75,0.40
bohemian,0.70,0.08,0.02,0.70,0.08,0.02
bonehead,-1.71,-1.77,-0.79,-1.71,-1.77,-0.79
bookie,-0.55,0.91,0.01,-0.55,0.91,0.01
bookkeeper,1.36,-0.15,-1.65,1.36,-0.15,-1.65
bookworm,1.56,0.31,-2.42,1.56,0.31,-2.42
boor,-0.70,-0.45,-0.84,-0.70,-0.45,-0.84
bore,-1.68,-1.12,-2.11,-1.68,-1.12,-2.11
born_again_Christian,1.53,1.07,0.62,1.53,1.07,0.62
boss,0.97,2.91,1.12,0.97,2.91,1.12
bouncer,0.54,2.32,0.74,0.54,2.32,0.74
boxer,0.57,2.45,2.48,0.57,2.45,2.48
boy,0.88,0.88,1.59,0.88,0.88,1.59
boy_scout,1.73,0.40,0.85,1.73,0.40,0.85
boyfriend,1.81,1.69,0.93,1.81,1.69,0.93
braggart,-1.75,-0.74,1.80,-1.75,-0.74,1.80
brain,3.33,3.71,2.39,3.33,3.71,2.39
brat,-2.80,-0.27,2.57,-2.80,-0.27,2.57
breadwinner,2.13,2.33,0.81,2.13,2.33,0.81
bricklayer,1.16,0.61,0.00,1.16,0.61,0.00
bride,2.11,1.87,1.09,2.11,1.87,1.09
bridegroom,1.59,1.41,0.32,1.59,1.41,0.32
bridesmaid,1.95,0.30,0.99,1.95,0.30,0.99
broad,-0.36,-0.10,0.95,-0.36,-0.10,0.95
broadcast_news_analyst,0.68,1.39,1.42,0.68,1.39,1.42
brother,1.87,1.73,1.44,1.87,1.73,1.44
brother_in_law,1.07,0.29,0.45,1.07,0.29,0.45
brunette,1.24,0.70,0.36,1.24,0.70,0.36
brute,-1.99,1.80,1.64,-1.99,1.80,1.64
buddy,2.63,1.93,0.96,2.63,1.93,0.96
buffoon,-1.67,-1.41,0.90,-1.67,-1.41,0.90
building_contractor,1.01,1.32,1.00,1.01,1.32,1.00
bulldozer_operator,0.40,1.20,1.44,0.40,1.20,1.44
bully,-3.27,0.72,2.02,-3.27,0.72,2.02
bum,-1.79,-2.48,-1.48,-1.79,-2.48,-1.48
bureaucrat,-0.60,1.38,0.17,-0.60,1.38,0.17
burglar,-3.32,0.75,-0.42,-3.32,0.75,-0.42
bus_driver,1.26,0.03,0.11,1.26,0.03,0.11
busboy,0.88,-1.13,0.38,0.88,-1.13,0.38
businessman,0.64,1.82,1.33,0.64,1.82,1.33
businesswoman,1.73,2.31,1.73,1.73,2.31,1.73
busybody,0.28,0.49,2.46,0.28,0.49,2.46
butcher,0.62,0.75,0.73,0.62,0.75,0.73
bystander,-0.14,-0.59,-1.33,-0.14,-0.59,-1.33
cabinet_maker,1.10,0.67,0.22,1.10,0.67,0.22
cabinet_member,0.59,1.84,0.49,0.59,1.84,0.49
cad,-1.47,-0.88,0.80,-1.47,-0.88,0.80
call_girl,-1.07,-0.73,0.96,-1.07,-0.73,0.96
capitalist,0.57,1.62,1.26,0.57,1.62,1.26
captive,-1.14,-2.69,-0.80,-1.14,-2.69,-0.80
carpenter,1.22,0.63,0.89,1.22,0.63,0.89
cashier,0.66,-0.75,0.40,0.66,-0.75,0.40
casual_laborer,0.76,-0.48,-0.06,0.76,-0.48,-0.06
celebrity,0.13,2.22,2.17,0.13,2.22,2.17
cement_worker,0.78,0.09,0.81,0.78,0.09,0.81
censor,-0.97,1.72,-0.21,-0.97,1.72,-0.21
chain_smoker,-2.35,-1.67,-0.53,-2.35,-1.67,-0.53
chairman,0.63,2.45,0.70,0.63,2.45,0.70
chairman_of_the_board,0.95,2.96,0.92,0.95,2.96,0.92
chairperson,1.08,2.42,0.75,1.08,2.42,0.75
chairwoman,1.40,2.32,0.94,1.40,2.32,0.94
chambermaid,0.43,-1.59,-0.81,0.43,-1.59,-0.81
champion,2.35,2.67,1.73,2.35,2.67,1.73
chap,1.12,0.07,0.47,1.12,0.07,0.47
chaperone,0.94,1.39,-0.12,0.94,1.39,-0.12
chaplain,2.07,1.59,-0.51,2.07,1.59,-0.51
chatterbox,-0.45,0.21,2.91,-0.45,0.21,2.91
chauffeur,1.57,-0.53,-0.73,1.57,-0.53,-0.73
cheat,-2.97,-0.54,-0.14,-2.97,-0.54,-0.14
cheerleader,1.03,0.12,2.99,1.03,0.12,2.99
chef,1.88,1.44,1.82,1.88,1.44,1.82
chemical_engineer,1.64,1.84,-0.42,1.64,1.84,-0.42
chemist,1.73,1.80,-0.75,1.73,1.80,-0.75
chief_operations_officer,0.88,2.55,1.22,0.88,2.55,1.22
child,1.89,-1.25,2.00,1.89,-1.25,2.00
child_molester,-4.18,0.19,-0.92,-4.18,0.19,-0.92
chiropractor,1.71,1.33,-0.32,1.71,1.33,-0.32
choreographer,1.30,1.18,1.94,1.30,1.18,1.94
chum,-0.74,-1.10,-0.86,-0.74,-1.10,-0.86
church_deacon,1.41,1.37,-0.24,1.41,1.37,-0.24
citizen,1.41,0.97,0.41,1.41,0.97,0.41
city_councilor,0.66,1.87,0.75,0.66,1.87,0.75
civil_engineer,1.64,1.45,-0.07,1.64,1.45,-0.07
civil_servant,1.21,-0.19,-0.56,1.21,-0.19,-0.56
classmate,0.96,0.15,0.24,0.96,0.15,0.24
cleaning_woman,1.71,0.03,-0.05,1.71,0.03,-0.05
clergy,1.00,1.41,-0.69,1.00,1.41,-0.69
clerical_worker,1.17,-0.10,-0.50,1.17,-0.10,-0.50
clerk,1.02,-0.42,-0.09,1.02,-0.42,-0.09
client,1.33,1.27,0.94,1.33,1.27,0.94
clod,-1.15,-0.46,-0.33,-1.15,-0.46,-0.33
clown,-0.08,-1.11,1.98,-0.08,-1.11,1.98
co_worker,1.50,0.38,0.49,1.50,0.38,0.49
coach,2.01,2.49,2.30,2.01,2.49,2.30
coal_miner,0.83,0.07,0.53,0.83,0.07,0.53
collaborator,1.43,1.32,0.70,1.43,1.32,0.70
colleague,1.46,0.93,0.28,1.46,0.93,0.28
college_student,1.79,0.36,1.90,1.79,0.36,1.90
comedian,1.90,1.23,2.95,1.90,1.23,2.95
commentator,0.87,0.85,1.88,0.87,0.85,1.88
commissioned_officer,1.30,2.09,0.87,1.30,2.09,0.87
commissioner,0.93,1.87,0.59,0.93,1.87,0.59
communist,-1.34,0.32,0.35,-1.34,0.32,0.35
companion,3.15,2.07,0.21,3.15,2.07,0.21
competitor,0.45,1.80,1.49,0.45,1.80,1.49
computer_programmer,1.52,1.46,0.00,1.52,1.46,0.00
computer_security_specialist,1.56,1.50,-0.62,1.56,1.50,-0.62
computer_support_specialist,1.33,0.74,0.05,1.33,0.74,0.05
con_artist,-2.58,1.35,0.94,-2.58,1.35,0.94
confidant,2.42,2.34,-0.53,2.42,2.34,-0.53
conformist,-1.00,-1.96,-0.93,-1.00,-1.96,-0.93
connoisseur,1.35,0.92,-0.01,1.35,0.92,-0.01
conservative,0.53,0.51,-0.31,0.53,0.51,-0.31
construction_contractor,1.26,1.33,1.34,1.26,1.33,1.34
construction_foreman,1.12,1.45,1.44,1.12,1.45,1.44
construction_laborer,1.29,0.69,1.58,1.29,0.69,1.58
consultant,1.59,1.62,0.76,1.59,1.62,0.76
consumer,1.22,1.24,0.91,1.22,1.24,0.91
convict,-2.14,-1.00,0.38,-2.14,-1.00,0.38
cook,2.23,1.71,1.54,2.23,1.71,1.54
cop,1.02,2.64,1.02,1.02,2.64,1.02
copycat,-1.92,-1.19,0.11,-1.92,-1.19,0.11
coroner,0.53,0.64,-1.10,0.53,0.64,-1.10
cosmetologist,1.28,0.23,0.64,1.28,0.23,0.64
counselor,2.58,1.68,-0.81,2.58,1.68,-0.81
cousin,1.56,0.38,0.67,1.56,0.38,0.67
coward,-2.31,-3.06,-2.09,-2.31,-3.06,-2.09
craftsman,1.68,1.08,-0.34,1.68,1.08,-0.34
crane_operator,0.90,1.20,0.10,0.90,1.20,0.10
creditor,-0.47,1.63,0.63,-0.47,1.63,0.63
criminal,-2.56,-0.09,0.43,-2.56,-0.09,0.43
cripple,-0.04,-1.96,-1.87,-0.04,-1.96,-1.87
critic,-0.39,1.52,1.30,-0.39,1.52,1.30
crook,-2.74,-0.20,0.30,-2.74,-0.20,0.30
crybaby,-2.37,-1.95,2.04,-2.37,-1.95,2.04
culprit,-2.08,-0.22,0.67,-2.08,-0.22,0.67
