easygoing,1.8162,0.8839,-1.1742,1.7879,2.1762,2.5516
evil,-3.1129,1.4194,0.2645,2.3262,4.4217,3.8319
tense,-1.5406,-0.3469,-0.0812,1.5493,2.4612,2.8741
unsuccessful,-2.6156,-1.7000,-0.9219,2.0670,5.9932,3.7955
rigid,-0.5033,0.1934,-0.7400,2.0950,2.6368,2.2605
loved,3.4563,3.4875,-0.6406,1.3062,1.2667,4.8156
shy,-0.5938,-1.6375,-2.7063,2.3125,1.7111,1.1594
naive,-1.1812,-1.7688,-0.9687,2.8215,3.6878,4.4190
nice,3.3344,2.5906,-0.6657,1.2710,1.7933,3.4572
distrustful,-2.1719,-0.2438,-0.3782,2.7290,5.4701,3.3581
religious,1.1281,1.2125,0.0969,3.9471,4.9306,3.0578
strange,0.7531,0.7000,0.1281,2.3825,2.5931,1.5608
self-satisfied,2.5258,2.6097,-0.1613,2.6354,2.2692,2.9991
happy,3.4469,2.9125,0.2438,0.9749,2.1749,3.1475
snooty,-2.4313,-1.0688,1.1281,1.0209,2.5608,3.2225
diffident,-0.3438,0.8187,-1.0437,3.1286,2.7578,3.0763
intelligent,2.9500,3.2406,-0.1875,1.4037,1.3742,3.8954
sly,-0.3436,0.9051,-1.0564,2.2225,2.4610,2.9619
reckless,-2.2053,0.2026,2.4263,1.7642,4.0829,1.9636
serious,1.0595,1.9324,-1.3081,1.3349,1.3995,2.4148
sincere,3.3077,2.7974,-1.0077,1.0946,2.2921,2.4090
industrious,1.8162,2.0108,1.2892,1.6354,1.4415,2.6945
greedy,-2.8411,0.4436,1.6129,1.6182,5.4210,2.2232
overconfident,-1.0667,0.6231,1.6821,1.6623,3.3255,1.9091
sensitive,0.7158,0.0368,-0.9711,2.5577,3.5308,2.4232
esteemed,2.1081,2.0352,-0.1162,1.6711,1.7790,1.3219
methodical,1.7763,1.4342,-1.5474,1.2628,1.1433,1.9946
saintly,2.4872,1.8667,-0.9923,2.1252,2.0177,1.9233
preoccupied,-0.4821,-0.4026,0.2641,1.8096,2.2023,2.8896
tormented,-3.2821,-0.9539,0.0077,1.3917,9.0445,6.4378
ruthless,-1.8947,1.6737,1.6184,2.4257,2.6883,2.7752
amused,2.5948,1.4842,0.4105,1.2416,1.7029,3.1193
humiliated,-3.1384,-1.0308,0.6898,1.3475,7.2366,4.8696
possessive,-1.6211,0.4053,1.1895,1.4869,4.1047,2.0515
alert,2.4410,2.0974,0.8103,1.0239,1.1731,4.1624
relentless,0.4500,1.7316,1.2263,3.1714,1.3569,2.6056
strong,2.6158,3.0158,0.1816,1.6229,1.0235,2.5374
dutiful,2.1553,1.6184,-0.2974,1.5178,2.5993,2.7087
obsessive-compulsive,-1.5421,-1.2448,1.0158,2.2150,4.3078,3.3055
self-conscious,-2.2282,-1.5205,-0.7000,2.5149,5.8319,3.7937
skeptical,0.6949,0.8487,-0.2205,2.4697,2.7943,1.9473
unsophisticated,-1.8231,-1.5949,0.4487,2.8258,2.7748,5.1926
pleased,3.1079,2.3500,-0.1921,0.8013,1.5877,3.7349
relaxed,3.1257,1.3872,-2.6590,1.0398,3.1426,1.2855
demure,0.3750,-0.5312,-1.5313,1.5618,2.8185,1.4184
immoral,-2.5294,-0.1500,0.7265,4.0481,6.4324,2.8313
unscrupulous,-0.7857,0.2667,0.0286,2.5385,2.2593,3.0781
uncomfortable,-2.1235,-1.0235,-1.3530,1.7571,5.7871,2.3814
composed,2.6303,2.1879,-1.9758,1.0767,2.7902,2.3152
dominant,0.8000,3.0765,1.8294,1.3471,1.8289,2.4538
self-confident,2.9941,3.0706,0.6912,1.2605,1.1326,2.1891
grief-stricken,-2.7353,-1.7206,-1.3206,1.9417,5.7075,3.7393
ill-at-ease,-2.1344,-0.6250,-1.1157,1.4266,4.6626,2.4857
attentive,2.7147,2.0559,-1.4441,0.9743,1.5677,3.3683
conventional,0.8546,0.2454,-0.6667,1.3328,1.8201,2.0465
lazy,-2.0735,-2.2441,-2.5824,2.2690,2.0784,1.1985
idealistic,1.0294,1.1176,-0.1471,2.6697,2.7468,3.1996
glum,-2.3438,-1.4375,-1.6782,0.7655,4.5722,3.0317
unkind,-3.2912,-0.8030,0.7441,0.7731,6.1290,3.2243
cheerless,-2.5588,-1.0442,-2.2853,1.1188,4.3983,1.0454
refined,2.0500,1.5000,-0.9176,1.3877,1.7795,1.8708
obligated,-0.8647,0.1794,-0.4500,2.0529,5.7905,3.1624
cultivated,1.3774,1.4226,-0.3968,2.4882,2.4328,3.1854
horny,0.5031,1.0939,1.3455,2.1324,3.4661,1.8110
tactful,2.5697,1.8243,-1.1545,0.9869,2.7770,3.2722
honest,3.3706,2.8618,-0.1029,0.8144,1.8218,3.7555
smug,-1.1485,-0.2637,0.2000,2.6365,2.3465,2.5188
cold,-1.3853,-0.6559,-1.1383,2.4348,3.6902,3.5248
childish,-1.1294,-1.4029,2.2177,3.1515,2.4933,1.4614
kindly,3.1765,2.4000,-0.6735,0.7742,1.4723,3.1189
lonely,-2.7857,-1.2771,-2.3429,1.5389,7.8840,1.9841
witty,1.8794,1.7647,1.7147,1.8593,3.2371,2.1736
motivated,3.5086,3.1829,0.8172,0.8459,1.3021,4.1454
flustered,-1.6229,-0.1086,1.1486,2.6937,4.0208,1.5295
devoted,2.8914,2.2572,-0.9800,1.4110,3.3613,3.0302
excitable,1.6117,1.2265,2.1794,1.4134,2.5843,0.9563
incompetent,-2.9714,-2.2429,-0.5886,1.8175,4.0727,5.0022
haughty,-2.0393,0.0286,1.1929,1.5260,3.0342,2.3658
irate,-1.7667,-0.1333,0.9667,2.5884,3.7927,3.6149
lovesick,-1.4457,0.0771,-1.0657,3.8488,6.3938,3.3276
slothful,-2.1600,-1.8714,-2.8257,1.8595,2.3569,2.1288
graceful,2.6171,1.8972,-1.5771,2.0951,1.9683,3.3281
inquisitive,2.3636,1.9182,0.6334,1.4999,1.8766,2.5380
educated,3.4057,3.3114,-0.4686,1.5371,1.1364,4.0330
persistent,1.9886,2.1114,1.1371,2.2479,1.8771,2.4304
employed,3.0286,2.0829,0.1686,1.5507,2.0339,2.1811
energetic,2.6086,2.4286,2.4029,1.4413,1.5935,1.3454
organized,2.8800,2.4972,-0.7771,1.1142,1.7494,2.2789
sorrowful,-1.9771,-0.6486,-1.7772,2.5389,6.8357,3.0749
betrayed,-3.3629,0.8915,0.2343,1.0079,8.7887,6.0704
big,0.7029,2.0029,-0.2314,1.6597,2.4105,1.5296
stingy,-2.1853,-0.0559,0.2088,1.9436,3.2237,4.1631
overjoyed,2.8515,2.6086,2.1515,1.8288,1.3373,1.8300
blue,-2.0600,-1.2286,-1.8429,1.7349,3.8706,1.4578
drowsy,-1.7171,-0.7057,-2.1486,1.7214,4.2040,2.6831
female,1.9677,1.2647,0.2618,3.1646,3.1270,1.6599
narrowminded,-2.9429,-2.1943,-0.4543,1.3281,3.9674,5.3430
clever,2.3057,2.3400,0.2771,2.2417,1.8465,5.8801
malicious,-2.7222,1.1195,0.3528,3.0917,5.3327,3.9260
relieved,2.7583,2.3806,-0.6861,2.4880,1.8548,3.7645
indifferent,-0.4555,-0.6666,-1.1194,1.8237,3.0100,1.9461
impolite,-2.3666,0.1694,1.5639,1.8723,3.2643,2.2384
joyful,3.3889,2.6861,1.5389,1.0699,1.8873,1.5541
decisive,2.7056,2.5473,1.2445,1.2916,1.1319,3.0508
patient,2.6528,2.1805,-2.1778,1.2303,2.2071,3.2116
insensitive,-2.0000,0.3167,0.8056,2.7322,3.6020,3.7116
earnest,2.0758,1.7758,-0.6485,2.1286,1.7740,2.5650
poor,-1.9167,-2.2806,-1.3195,2.5097,3.3026,2.0216
