dull,-2.0421,-2.0869,-2.4947,1.1760,0.3887,0.3324,0.3887,1.8027,0.6124,0.3324,0.6124,1.1324
envious,-2.0846,-0.4282,-0.5769,0.8597,-0.2924,-0.0345,-0.2924,4.4563,0.6158,-0.0345,0.6158,2.7408
awe-struck,1.3231,0.9872,0.1718,2.0277,1.1996,0.6436,1.1996,3.4450,0.2310,0.6436,0.2310,3.5541
strict,-0.0308,1.3846,1.0359,1.7102,-0.2402,-0.4973,-0.2402,2.0423,0.8090,-0.4973,0.8090,1.7440
gregarious,0.7154,1.1731,1.4769,4.2693,2.9280,0.1031,2.9280,2.9830,0.2877,0.1031,0.2877,1.1659
resourceful,2.9077,2.2615,0.2154,0.9355,1.0382,-0.0417,1.0382,2.8098,-0.3831,-0.0417,-0.3831,1.9329
flamboyant,-0.0162,0.3903,2.1581,1.4954,0.6508,0.2130,0.6508,2.4396,0.5459,0.2130,0.5459,1.8452
gloomy,-2.1533,-0.9866,-2.0200,1.4246,0.7090,0.5913,0.7090,3.3067,0.1361,0.5913,0.1361,1.1789
indecisive,-1.6645,-1.7936,-1.3936,1.4270,1.0981,0.1537,1.0981,2.8546,1.0133,0.1537,1.0133,3.7013
quarrelsome,-1.9633,0.3567,2.3434,1.6769,-0.3469,-1.0644,-0.3469,2.3978,0.4285,-1.0644,0.4285,1.3246
tolerant,2.5033,1.8567,-0.8400,3.2478,1.8036,0.4812,1.8036,1.8728,0.0783,0.4812,0.0783,2.5770
average,-0.5031,-1.1906,-0.5750,1.6551,1.1797,0.6330,1.1797,1.8893,0.7143,0.6330,0.7143,1.0103
affected,-0.1282,0.1906,0.0438,1.5576,-0.4395,0.5932,-0.4395,3.2868,-0.0302,0.5932,-0.0302,0.9490
cantankerous,-1.2751,-0.0812,0.9625,1.9566,1.1287,-0.4777,1.1287,2.7055,-1.2973,-0.4777,-1.2973,2.9358
passive,-0.5187,-1.5406,-1.9063,2.0926,1.0969,0.9989,1.0969,1.6703,0.3181,0.9989,0.3181,2.3928
cooperative,2.4156,1.7844,-0.6625,1.4569,0.8522,-0.0916,0.8522,1.7053,-0.8394,-0.0916,-0.8394,1.7088
pompous,-1.4700,0.3433,1.3534,2.8490,0.9631,0.1204,0.9631,3.0067,1.0841,0.1204,1.0841,3.6577
poised,1.2968,1.2194,-1.0613,4.8689,3.3014,0.0395,3.3014,3.3082,0.2759,0.0395,0.2759,2.6511
fashionable,1.4594,1.0344,0.4813,1.2238,0.8628,-0.2118,0.8628,1.9546,0.0813,-0.2118,0.0813,1.0707
snowed,0.1100,0.0000,-0.4200,2.8421,1.5548,-0.2519,1.5548,3.1304,0.9856,-0.2519,0.9856,2.2365
vivacious,1.4822,1.3036,2.0072,2.2274,0.8279,1.0182,0.8279,1.2538,1.2526,1.0182,1.2526,1.9791
forgiving,2.8063,2.3219,-1.0781,1.4948,0.5657,-0.5540,0.5657,3.2714,0.1344,-0.5540,0.1344,1.9063
perceptive,2.3907,2.2125,-0.4468,1.5866,0.9063,-0.1278,0.9063,1.2244,-0.2519,-0.1278,-0.2519,2.6593
stupid,-2.2563,-2.2813,-1.1781,2.2238,1.5539,0.9958,1.5539,3.3480,0.4676,0.9958,0.4676,4.7236
dejected,-2.3250,-0.9143,-1.1286,1.8655,1.5078,0.5093,1.5078,4.5865,0.5037,0.5093,0.5037,2.2185
playful,2.2355,0.7387,1.4291,1.3758,0.5666,0.4416,0.5666,2.1131,-0.5328,0.4416,-0.5328,2.7614
raunchy,-0.8406,0.1438,1.4563,2.2844,0.9264,-0.4624,0.9264,2.4799,0.1214,-0.4624,0.1214,2.5406
furious,-1.4063,0.5563,1.6687,1.7665,0.5646,-0.8038,0.5646,4.1366,0.5141,-0.8038,0.5141,2.5912
open,1.8129,1.4871,0.3968,1.6225,0.8862,-0.4649,0.8862,2.5646,0.2459,-0.4649,0.2459,2.1024
mocking,-2.1563,0.1844,1.4594,1.5361,0.4968,0.0092,0.4968,3.0272,0.3786,0.0092,0.3786,0.9348
self-disciplined,2.7774,3.0775,-0.8290,2.2190,0.8678,-0.0513,0.8678,1.0238,-0.5520,-0.0513,-0.5520,3.8268
open-minded,2.9129,2.8258,-0.0839,1.3098,0.7384,-0.2349,0.7384,1.4433,-0.0911,-0.2349,-0.0911,2.5187
vain,-2.0219,-0.1781,1.0156,2.2688,0.6747,-1.0058,0.6747,3.5682,-0.5281,-1.0058,-0.5281,1.8123
satisfied,2.9147,2.4676,-0.3000,1.3819,0.7175,0.0622,0.7175,1.6883,0.1979,0.0622,0.1979,2.4516
messy,-1.9152,-1.1788,1.1819,2.2920,0.4854,0.4032,0.4854,1.3599,0.5164,0.4032,0.5164,3.4785
generous,3.3824,2.3412,-0.3647,0.6857,0.4665,-0.0996,0.4665,2.0054,-0.3333,-0.0996,-0.3333,2.4018
thrilled,2.5147,2.0177,2.3030,1.0607,0.9219,0.4485,0.9219,1.7463,0.6618,0.4485,0.6618,1.5167
terrified,-2.4794,-0.1470,1.5176,1.8399,-0.6411,-0.2474,-0.6411,8.2320,1.1263,-0.2474,1.1263,3.2361
noisy,-1.3824,-0.0824,3.2824,1.2112,0.2707,-0.1555,0.2707,3.2415,0.0861,-0.1555,0.0861,1.8651
remorseful,0.1176,0.1706,-0.9735,4.7495,2.2080,0.4737,2.2080,4.5749,0.1688,0.4737,0.1688,2.2070
introspective,1.3822,0.9250,-1.4393,1.4905,1.0134,-1.1590,1.0134,2.0805,-0.2231,-1.1590,-0.2231,3.6366
depressed,-3.2618,-1.3324,-2.4030,1.2012,0.6064,0.2832,0.6064,8.0597,0.9635,0.2832,0.9635,2.9373
amorous,1.4416,1.2416,0.0917,2.5555,1.7342,-0.9822,1.7342,2.3738,-0.9218,-0.9822,-0.9218,2.7835
overbearing,-2.0029,0.7441,1.5323,1.1524,-1.2374,-0.7439,-1.2374,4.0098,1.0107,-0.7439,1.0107,2.2453
efficient,2.9735,2.8176,1.0206,1.6347,0.8523,1.0011,0.8523,1.0318,0.7627,1.0011,0.7627,3.5296
able-bodied,3.0206,2.6265,1.2441,1.0363,0.6458,0.6518,0.6458,1.8044,0.3579,0.6518,0.3579,3.2922
cunning,0.8059,1.5118,-0.2206,1.6345,0.2087,1.3172,0.2087,1.9787,0.0093,1.3172,0.0093,3.0272
obstinant,0.0637,0.7546,-0.2045,3.1406,1.4564,0.2536,1.4564,3.9883,-0.2136,0.2536,-0.2136,3.2024
polite,3.4147,2.5000,-1.1618,0.6771,0.6388,0.3921,0.6388,2.0412,0.4315,0.3921,0.4315,1.6558
self-pitying,-2.6618,-1.8736,-1.3088,1.3891,0.5517,0.8295,0.5517,4.7361,1.4608,0.8295,1.4608,3.4159
warmhearted,3.0118,2.2529,-0.8471,1.1465,0.9984,-0.5830,0.9984,2.5377,-0.7335,-0.5830,-0.7335,2.1669
indolent,-0.6929,-0.2714,-0.1286,2.2822,0.6476,0.5494,0.6476,2.6331,-0.8490,0.5494,-0.8490,1.9591
tranquil,2.2235,1.3971,-2.5530,1.5534,1.3503,-1.0051,1.3503,3.0596,-0.8428,-1.0051,-0.8428,1.9425
erratic,-1.1200,-0.3267,2.2067,1.7583,0.4215,-0.8612,0.4215,1.8503,-0.1329,-0.8612,-0.1329,2.3178
masculine,1.3559,1.9648,1.0942,2.1559,0.9884,0.8003,0.9884,1.5594,0.8735,0.8003,0.8735,1.9490
stable,2.7441,2.0530,-0.8471,1.2704,1.1594,0.3619,1.1594,2.0656,0.4278,0.3619,0.4278,2.5031
nauseated,-3.1764,-0.9647,-0.1971,1.2613,0.1088,0.0723,0.1088,4.7976,0.6046,0.0723,0.6046,4.3246
inhibited,-1.0333,-0.3061,-0.6515,3.3261,0.9170,0.3659,0.9170,5.4042,0.5347,0.3659,0.5347,2.8788
astonished,0.4383,0.6412,0.7676,2.2745,0.4442,0.4028,0.4442,3.0807,0.6578,0.4028,0.6578,2.7507
unfair,-2.6706,0.6118,0.7853,1.5852,0.4693,-0.0726,0.4693,4.0315,0.3430,-0.0726,0.3430,3.1953
suicidal,-3.5235,-1.2029,-1.7735,1.4491,0.2686,0.1568,0.2686,8.8173,-1.2644,0.1568,-1.2644,5.3304
abandoned,-3.3833,-0.3000,-1.5433,0.8359,-0.1103,-0.1251,-0.1103,8.8848,1.8368,-0.1251,1.8368,3.6281
outgoing,2.2433,2.1500,2.1500,1.6191,0.5850,0.5778,0.5850,1.1323,0.5933,0.5778,0.5933,1.3577
original,2.9533,2.4200,0.0167,2.9584,2.2161,-1.1882,2.2161,2.9361,-0.6170,-1.1882,-0.6170,3.4194
sensuous,1.2500,1.5864,-1.2318,3.2502,0.7839,0.1864,0.7839,1.5678,0.4262,0.1864,0.4262,2.7803
discontented,-2.0367,-0.0700,-0.9533,1.0645,0.6656,0.2014,0.6656,5.1325,0.5796,0.2014,0.5796,3.1184
vulgar,-2.0134,-0.1200,1.8167,2.1983,0.8181,-0.8505,0.8181,3.9871,-1.1628,-0.8505,-1.1628,2.0165
domineering,-1.0857,2.5072,1.3035,1.8984,0.0717,-0.6404,0.0717,1.8592,0.2074,-0.6404,0.2074,2.2869
uneducated,-2.7100,-1.9467,-1.5400,2.2533,0.7371,1.4189,0.7371,5.2674,2.5092,1.4189,2.5092,4.4576
aroused,1.9500,1.8867,1.2334,2.5985,0.8996,0.9120,0.8996,1.7184,1.4428,0.9120,1.4428,2.8319
