blind date,0.5836,-0.0882,0.0082,1.3125,0.2894,0.065,0.2894,1.4381,-0.1261,0.065,-0.1261,1.8847
best friend,3.5761,3.1493,1.4786,0.5751,0.4134,0.1148,0.4134,0.7857,0.1049,0.1148,0.1049,3.6296
minister,1.6872,2.0961,0.6868,2.6869,0.7507,0.1852,0.7507,1.2688,0.2254,0.1852,0.2254,2.6907
stockholder,0.6868,0.8915,0.5257,1.3715,-0.377,-0.3595,-0.377,2.2698,0.3316,-0.3595,0.3316,2.6439
arsonist,-3.3149,1.518,0.649,1.407,0.2153,0.1006,0.2153,4.7178,0.0285,0.1006,0.0285,6.0973
genius,2.1539,2.6207,-0.0565,1.8171,0.9629,0.1159,0.9629,1.6729,0.349,0.1159,0.349,3.5014
loan shark,-1.7245,1.8162,0.4898,2.5812,-1.1783,-1.0177,-1.1783,2.5515,0.6729,-1.0177,0.6729,4.7166
auto mechanic,1.3342,0.4816,0.7596,1.65,0.5138,0.941,0.5138,2.5839,0.9488,0.941,0.9488,2.9436
librarian,1.9623,-0.4585,-2.1173,2.0713,0.3935,-0.1799,0.3935,2.4075,0.7607,-0.1799,0.7607,2.0013
homeless person,-0.6173,-2.4153,-1.1874,1.5703,0.7478,0.6283,0.7478,2.1286,0.7144,0.6283,0.7144,1.9613
defense attorney,0.8804,2.1735,1.4408,2.2166,0.2276,0.4099,0.2276,1.285,0.7997,0.4099,0.7997,1.8999
louse,-1.25,-0.7446,0.2238,1.8913,0.5674,-0.5136,0.5674,2.3714,-0.2051,-0.5136,-0.2051,1.3729
lout,-0.9291,-0.2773,-0.2618,2.5859,-0.2658,-0.3424,-0.2658,2.1665,1.4546,-0.3424,1.4546,2.0327
maiden,1.0354,-0.7908,-0.6875,1.9652,0.4122,0.1747,0.4122,1.6143,0.7971,0.1747,0.7971,1.0534
nonconformist,0.8361,0.7516,0.7888,1.9092,0.6751,0.0174,0.6751,1.9429,-0.0473,0.0174,-0.0473,2.0298
executive,0.9219,2.8262,1.4227,2.2023,0.3571,0.196,0.3571,1.2542,0.5819,0.196,0.5819,1.2875
philanthropist,2.5106,1.8434,0.3664,1.869,1.5385,-0.0285,1.5385,2.4936,0.2573,-0.0285,0.2573,2.2286
ambassador,1.5292,2.3296,0.3289,1.386,0.5429,-0.0781,0.5429,1.8139,0.0388,-0.0781,0.0388,2.076
hick,-0.3086,-0.7425,0.6416,1.9224,0.1023,0.561,0.1023,2.5441,-0.3729,0.561,-0.3729,3.291
Hindu,0.8192,0.1359,-0.6114,2.2012,0.3326,-0.2736,0.3326,0.5801,-0.0098,-0.2736,-0.0098,0.8278
shrink,1.0035,1.0058,-0.8289,2.7108,1.587,-0.4409,1.587,2.6746,-0.3938,-0.4409,-0.3938,1.9587
tot,0.9746,-1.6395,1.3693,1.6817,-0.2731,0.5959,-0.2731,1.8581,-0.1252,0.5959,-0.1252,2.7518
tomboy,0.5869,0.6893,0.8639,1.0203,0.6321,0.7432,0.6321,0.9273,0.6468,0.7432,0.6468,1.6903
commentator,0.9796,0.9604,1.9389,1.0495,0.5612,0.4164,0.5612,2.4552,0.9131,0.4164,0.9131,1.4146
half-wit,-1.6353,-1.8349,-0.7906,1.501,0.9164,0.3347,0.9164,1.5389,0.5939,0.3347,0.5939,3.1374
newlywed,2.2546,1.4635,1.7208,2.1284,1.789,0.4421,1.789,2.5794,0.6384,0.4421,0.6384,1.7501
wife abuser,-4.0154,0.5304,1.6581,0.424,-0.0009,-0.5212,-0.0009,10.0333,3.1489,-0.5212,3.1489,5.4242
senator,0.0315,2.25,0.8208,2.4271,0.2952,-0.1933,0.2952,2.2996,0.3614,-0.1933,0.3614,2.6053
prosecuting attorney,0.1131,2.32,1.7046,1.9299,-0.014,-0.032,-0.014,1.3097,0.9779,-0.032,0.9779,2.2239
locksmith,1.1612,0.75,-0.4331,1.0795,0.3127,-0.551,0.3127,1.9128,0.3308,-0.551,0.3308,1.9705
competitor,0.3485,1.8816,1.59,3.2902,0.3977,0.8846,0.3977,0.9566,0.5694,0.8846,0.5694,1.7238
topless dancer,-0.8835,-0.4566,1.7888,4.0775,1.3038,-0.0052,1.3038,4.7327,0.4138,-0.0052,0.4138,1.7689
fugitive,-1.7723,-0.8831,0.4,2.6007,0.0465,-0.4069,0.0465,3.7225,0.8804,-0.4069,0.8804,3.7861
Mormon,0.1073,-0.4196,-0.5281,1.1097,0.4083,0.0726,0.4083,0.9831,0.5769,0.0726,0.5769,1.1558
son-in-law,1.2,0.3339,0.1084,1.3603,0.4565,0.0723,0.4565,1.5553,0.3899,0.0723,0.3899,0.9153
menace,-2.5196,0.5092,1.7685,1.2809,0.0268,-0.1669,0.0268,3.2955,0.5756,-0.1669,0.5756,2.4186
husband,2.2131,1.7616,0.3581,2.2661,0.9281,0.4392,0.9281,1.7412,0.3808,0.4392,0.3808,1.5685
Army reservist,1.9463,1.4154,0.6292,2.3854,0.8794,-0.244,0.8794,2.2158,0.6021,-0.244,0.6021,2.5437
Asian,1.4261,0.4204,-0.2662,1.8341,0.796,-0.2366,0.796,1.3689,0.3133,-0.2366,0.3133,2.0563
teetotaler,-0.321,-0.5638,0.1619,1.5678,0.1775,0.0161,0.1775,1.4479,-0.3757,0.0161,-0.3757,2.5143
stepbrother,0.3742,0.1808,0.5223,1.1626,0.185,0.2539,0.185,0.6764,0.2521,0.2539,0.2521,0.778
skeptic,-0.0491,0.3193,0.0318,1.7168,0.765,-0.0955,0.765,2.1612,0.5344,-0.0955,0.5344,2.4207
transportation ticket agent,0.3882,0.0451,0.298,1.2321,0.3712,0.4992,0.3712,2.3129,1.1221,0.4992,1.1221,2.2933
truant,-0.73,-0.0838,0.3977,2.2294,0.8661,-0.3311,0.8661,1.7873,-0.4649,-0.3311,-0.4649,1.2728
sucker,-1.4533,-1.8667,-0.5431,1.7546,0.3413,-0.486,0.3413,1.8977,0.3611,-0.486,0.3611,1.9955
environmentalist,1.9546,0.796,0.9125,2.3024,1.3558,-0.2147,1.3558,2.9651,-0.175,-0.2147,-0.175,2.7236
deputy,1.0291,1.9713,0.7673,2.0328,0.2766,0.1835,0.2766,1.1006,0.2077,0.1835,0.2077,1.4981
coroner,0.5764,0.5218,-1.2689,1.8044,0.9876,-0.3212,0.9876,1.8042,0.2686,-0.3212,0.2686,1.4674
garbage collector,1.1786,-0.6607,0.4521,2.512,1.0687,0.6757,1.0687,3.229,0.5207,0.6757,0.5207,2.8561
tenant,0.7819,-0.7054,-0.0019,1.2421,0.0755,0.4053,0.0755,2.5396,0.0882,0.4053,0.0882,1.3389
instructor,1.8,1.9871,0.6911,1.3619,0.4336,0.3383,0.4336,1.228,0.248,0.3383,0.248,1.8792
freak,-0.5082,-0.3904,0.4229,2.0201,1.2401,0.3079,1.2401,2.965,0.6178,0.3079,0.6178,2.4797
biologist,1.8561,1.5182,-0.1129,1.4085,0.7804,0.3222,0.7804,1.2647,0.7449,0.3222,0.7449,2.1036
chauffeur,1.4141,-0.3863,-0.7122,1.4717,0.1518,-0.3125,0.1518,1.9184,-0.1381,-0.3125,-0.1381,2.2682
nutritionist,2.3107,1.125,0.3214,1.2594,0.4028,0.3086,0.4028,2.4602,0.4736,0.3086,0.4736,1.7756
